sample, p__Spirochaetota, p__WPS-2, p__Methylomirabilota, p__Deinococcota, p__Cyanobacteria, p__Thermoplasmatota, p__Nitrospinota, p__Bdellovibrionota, p__Fusobacteriota, p__Proteobacteria, p__Acidobacteriota,Unassigned_unassigned, p__Euryarchaeota, p__Synergistota, p__Verrucomicrobiota, p__Firmicutes, p__Chloroflexi, p__Patescibacteria, p__WOR-1,d__Archaea_unassigned, p__Armatimonadota, p__Bacteroidota, p__Elusimicrobiota, p__Sumerlaeota, p__Myxococcota, p__Aenigmarchaeota,d__Eukaryota_unassigned, p__Actinobacteriota, p__Asgardarchaeota, p__Thermotogota, p__SAR324_clade(Marine_group_B), p__Nitrospirota, p__Abditibacteriota, p__Dadabacteria, p__Desulfobacterota, p__Campilobacterota, p__Dependentiae, p__Halobacterota, p__Deferribacterota, p__WS2,d__Bacteria_unassigned, p__Fibrobacterota, p__Planctomycetota, p__Gemmatimonadota
ba586.641000850.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba587.641000850.d.bal.rep1,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,1955,0,0,0,0,0,14,0,0,0,0,0,3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba587.641000850.d.bal.rep2,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,2341,0,0,0,0,0,15,0,0,0,0,0,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba587.641000850.d.bal.rep3,0,0,0,0,5,0,0,0,30,19,0,0,0,0,0,2318,0,0,0,0,0,31,0,0,0,0,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba588.641000850.r.bal.rep1,0,0,0,0,0,0,0,0,52,141,0,0,0,0,0,2224,0,100,0,0,0,1167,0,0,0,0,0,1141,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
ba588.641000850.r.bal.rep2,0,0,0,0,0,0,0,0,21,79,0,0,0,0,0,2223,0,64,0,0,0,1146,0,0,0,0,0,1209,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
ba588.641000850.r.bal.rep3,0,0,0,0,0,0,0,0,23,108,0,0,0,0,0,1619,0,83,0,0,0,925,0,0,0,0,0,849,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
ba589.641000850.6w.bal.rep1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,219,0,15,0,0,0,88,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba589.641000850.6w.bal.rep2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,121,0,25,0,0,0,86,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba589.641000850.6w.bal.rep3,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,237,0,0,0,0,0,65,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba591.641000850.3m.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba591.641000850.3m.bal.rep2,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba591.641000850.3m.bal.rep3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba592.641000850.6m.bal.rep1,0,0,0,0,0,0,0,0,34,39,0,0,0,0,0,272,0,0,0,0,0,311,0,0,0,0,0,49,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
ba592.641000850.6m.bal.rep2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,460,0,0,0,0,0,654,0,0,0,0,0,127,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
ba592.641000850.6m.bal.rep3,0,0,0,0,0,0,0,0,43,70,0,0,0,0,0,496,0,5,0,0,0,527,0,0,0,0,0,70,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
ba593.641000876.pw.prewash.rep1,0,0,0,0,12,0,0,0,0,44,0,0,0,0,0,154,0,0,0,0,0,33,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba593.641000876.pw.prewash.rep2,0,0,0,0,16,0,0,0,0,24,0,0,0,0,0,87,0,0,0,0,0,8,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba593.641000876.pw.prewash.rep3,0,0,0,0,27,0,0,0,0,41,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba594.641000876.d.bal.rep1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,245,0,0,0,0,0,86,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba594.641000876.d.bal.rep2,0,0,0,0,5,0,0,0,0,47,0,0,0,0,0,263,0,0,0,0,0,126,0,0,0,0,0,146,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
ba594.641000876.d.bal.rep3,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,269,0,0,0,0,0,147,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba595.641000876.r.bal.rep1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba595.641000876.r.bal.rep2,0,0,0,0,0,0,0,0,131,3977,0,0,0,0,0,2476,0,5,0,0,0,1774,0,0,0,0,0,223,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0
ba595.641000876.r.bal.rep3,0,0,0,0,0,0,0,0,167,5143,0,0,0,0,0,2980,0,0,0,0,0,1878,0,0,0,0,0,300,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0
ba596.641000876.6w.bal.rep1,0,0,0,0,0,0,0,0,0,6905,0,0,0,0,0,387,0,0,0,0,0,5,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba596.641000876.6w.bal.rep2,0,0,0,0,0,0,0,0,0,6802,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba596.641000876.6w.bal.rep3,0,0,0,0,0,0,0,0,0,6938,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba597.641000876.3m.bal.rep1,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,2710,0,0,0,0,0,2065,0,0,0,0,0,1526,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ba597.641000876.3m.bal.rep2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1823,0,0,0,0,0,1593,0,0,0,0,0,889,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
ba597.641000876.3m.bal.rep3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba598.2.641000883.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba598.2.641000883.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba598.2.641000883.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba598.641000876.6m.bal.rep1,0,0,0,0,0,0,0,0,54,36,0,0,0,0,0,926,0,0,0,0,0,202,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba598.641000876.6m.bal.rep2,0,0,0,0,0,0,0,0,22,81,0,0,0,0,0,841,0,0,0,0,0,241,0,0,0,0,0,946,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
ba598.641000876.6m.bal.rep3,0,0,0,0,0,0,0,0,77,107,0,0,0,0,0,1340,0,0,0,0,0,243,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba599.641000883.d.bal.rep1,0,0,0,0,4,0,0,0,0,68,0,0,0,0,0,5016,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba599.641000883.d.bal.rep2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,4810,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba599.641000883.d.bal.rep3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4960,8,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba600.641000883.r.bal.rep1,0,0,0,0,0,0,0,0,566,7,0,0,0,0,0,2593,0,0,0,0,0,632,0,0,0,0,0,2743,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
ba600.641000883.r.bal.rep2,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,2495,0,0,0,0,0,644,0,0,0,0,0,2436,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
ba600.641000883.r.bal.rep3,0,0,0,0,0,0,0,0,423,5,0,0,0,0,0,2023,0,0,0,0,0,509,0,0,0,0,0,2236,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
ba601.641000883.6w.bal.rep1,0,0,0,0,0,0,0,0,344,6,0,0,0,0,0,1694,0,60,0,0,0,1403,0,0,0,0,0,181,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
ba601.641000883.6w.bal.rep2,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,1464,0,36,0,0,0,1215,0,0,0,0,0,151,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
ba601.641000883.6w.bal.rep3,0,0,0,0,0,0,0,0,804,4,0,0,0,0,0,4073,0,206,0,0,0,2531,0,0,0,0,0,640,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
ba602.641000883.3m.bal.rep1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba602.641000883.3m.bal.rep2,0,0,0,0,9,0,0,0,128,652,0,0,0,0,0,726,0,19,0,0,0,184,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba602.641000883.3m.bal.rep3,0,0,0,0,0,0,0,0,33,322,0,0,0,0,0,407,0,12,0,0,0,150,0,0,0,0,0,146,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ba603.641000883.6m.bal.rep2,0,0,0,0,0,0,0,0,3419,1382,0,0,0,0,0,10429,0,221,0,0,0,4577,0,0,0,0,0,1045,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
ba603.641000883.6m.bal.rep3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba604.641000884.pw.prewash.rep3,0,0,0,0,0,0,0,0,69,22,0,0,0,0,0,108,0,5,0,0,0,54,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba605.641000884.d.bal.rep1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba605.641000884.d.bal.rep2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba605.641000884.d.bal.rep3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba606.641000884.r.bal.rep1,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,26,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba606.641000884.r.bal.rep2,0,0,0,0,0,0,0,0,20,599,0,0,0,0,0,77,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba606.641000884.r.bal.rep3,0,0,0,0,0,0,0,0,7,311,0,0,0,0,0,31,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba607.641000884.dc.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba607.641000884.dc.bal.rep2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba607.641000884.dc.bal.rep3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba608.641000884.3m.bal.rep1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba608.641000884.3m.bal.rep2,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba608.641000884.3m.bal.rep3,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba609.641000884.6m.bal.rep1,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba609.641000884.6m.bal.rep2,0,0,0,0,0,0,0,0,65,15944,0,0,0,0,0,103,0,0,0,0,0,33,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba609.641000884.6m.bal.rep3,0,0,0,0,0,0,0,0,53,9479,0,0,0,0,0,76,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba610.641001016.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba610.641001016.pw.prewash.rep2,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba610.641001016.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba611.control.s.saline.rep1,0,0,0,0,25,0,0,0,0,63,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba611.control.s.saline.rep2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba611.control.s.saline.rep3,0,0,0,0,0,0,0,6,0,39,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba612.641001016.r.bal.rep1,0,0,0,0,0,0,0,0,93,280,0,0,0,0,0,801,0,0,0,0,0,2791,0,0,0,0,0,1704,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
ba612.641001016.r.bal.rep2,0,0,0,0,0,0,0,0,152,376,0,0,0,0,0,1056,0,0,0,0,0,3748,0,0,0,0,0,2047,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ba612.641001016.r.bal.rep3,0,0,0,0,0,0,0,0,208,485,0,0,0,0,0,1377,0,0,0,0,0,4039,0,0,0,0,0,2401,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
ba613.641001016.dc.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba613.641001016.dc.bal.rep2,0,0,0,0,6,0,0,0,0,137,0,0,0,0,0,1141,0,0,0,0,0,308,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba613.641001016.dc.bal.rep3,0,0,0,0,0,0,0,0,10,184,0,0,0,0,0,1440,0,0,0,4,0,364,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba614.641001016.6w.bal.rep1,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba614.641001016.6w.bal.rep2,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba614.641001016.6w.bal.rep3,0,0,0,0,22,0,0,26,0,121,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba615.641001016.3m.bal.rep1,0,0,0,0,8,0,0,0,15,1815,0,0,0,0,0,3095,0,0,0,0,0,74,0,0,0,0,0,353,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ba615.641001016.3m.bal.rep2,20,0,0,0,11,0,0,0,27,2812,0,0,0,0,0,2790,0,0,0,0,0,132,0,0,0,0,0,853,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
ba615.641001016.3m.bal.rep3,0,0,0,0,8,0,0,8,22,2206,0,0,0,0,0,2478,0,0,0,0,0,93,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba616.641001016.6m.bal.rep1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba616.641001016.6m.bal.rep2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba616.641001016.6m.bal.rep3,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba617.641001019.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba617.641001019.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba617.641001019.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba618.641001019.d.bal.rep1,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,5382,0,0,0,0,0,26,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba618.641001019.d.bal.rep2,0,0,0,0,0,0,0,0,18,407,0,0,0,0,0,6716,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba618.641001019.d.bal.rep3,0,0,0,0,0,0,0,0,5,515,0,0,0,0,0,6941,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ba619.641001019.r.bal.rep1,0,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba619.641001019.r.bal.rep2,0,0,0,0,0,0,0,0,14,2014,0,0,0,0,0,4721,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba619.641001019.r.bal.rep3,0,0,0,0,0,0,0,0,0,2043,0,0,0,0,0,4077,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba620.641001019.dc.bal.rep1,0,0,0,0,140,0,0,0,0,824,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba620.641001019.dc.bal.rep2,0,0,0,0,65,0,0,0,0,396,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba620.641001019.dc.bal.rep3,0,0,0,0,77,0,0,0,0,321,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba621.641001019.6w.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba621.641001019.6w.bal.rep2,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba621.641001019.6w.bal.rep3,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba622.641001019.3m.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba622.641001019.3m.bal.rep2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,5179,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba622.641001019.3m.bal.rep3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba623.641001019.6m.bal.rep1,0,0,0,0,0,0,0,0,0,1372,0,0,0,0,0,10337,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba623.641001019.6m.bal.rep2,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba623.641001019.6m.bal.rep3,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba624.641000872.pw.prewash.rep1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba624.641000872.pw.prewash.rep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba624.641000872.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba625.641000872.6w.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba625.641000872.6w.bal.rep2,2,0,0,0,0,0,0,0,4,17,0,0,0,0,0,3122,0,0,0,0,0,1370,0,0,0,0,0,1550,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
ba625.641000872.6w.bal.rep3,3,0,0,0,0,0,0,0,2,10,0,0,0,0,0,3914,0,0,0,0,0,1832,0,0,0,0,0,1892,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
ba626.641000872.6m.bal.rep1,22,0,0,0,0,0,0,0,0,141,0,0,0,0,0,1600,0,0,0,0,0,40,0,0,0,0,0,365,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
ba626.641000872.6m.bal.rep2,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ba626.641000872.6m.bal.rep3,0,0,0,0,0,0,0,0,0,139,52,0,0,0,0,1737,0,0,0,0,0,61,0,0,0,0,0,222,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
ba627.641000872.12m.bal.rep1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,389,0,0,0,0,0,41,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba627.641000872.12m.bal.rep2,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba627.641000872.12m.bal.rep3,8,0,0,0,0,0,0,0,0,31,0,0,0,0,0,52,0,0,0,0,0,7,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba628.641000965.pw.prewash.rep1,0,0,0,0,6,0,0,0,4,74,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba628.641000965.pw.prewash.rep2,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba628.641000965.pw.prewash.rep3,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba629.641000965.d.bal.rep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba629.641000965.d.bal.rep2,0,0,0,0,144,0,0,0,0,13,0,0,0,0,0,8122,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
